customer_unique_id,Recency,Frequency,Monetary
0049dadc30da6a277c1e9d371df5a66f,491,1,26.01
0049db44bfd6cee26ac9c649329ff6ea,589,1,109.04
0049ec2d7a5818d0e4b3f4735cec2458,90,1,44.18
004a432489f6630c6dfd3fc4454603f5,305,1,84.01
004ad212c650c96c8a48f30855a7bcb8,388,1,25.9
004b45ec5c64187465168251cd1c9c2f,144,2,147.72
004b9b1634b7becda8eec4e96bced882,73,1,158.74
004d17fa2cb102a7c4817f040c884e59,246,1,39.78
004df63539fd5e38d4b0a0506de7549c,93,1,993.55
004ed862ea4e55f18868d3d782d10879,437,1,109.29
004f84d065096f3cedd26cf0adc80b9d,175,1,189.08
00504b68faa074d0f40adcb4f7727f71,67,1,198.7
0050dcff37f8b9ff611d245e30572b46,168,1,68.22
00522457bba00bba576a34fd9b4808fd,564,1,127.98
005226be8d5b972d0f72b4e8a79f322b,199,1,1600.51
00539155ce68fbe677934aebdb17e09b,171,1,58.25
00543330561a9088f8b3879114a7b008,327,1,73.96
0055b522bc89cbfbf376d8b59a628470,593,1,364.75
0055bbb9c95f6acb8db89d1f6c316407,245,1,83.23
0056c2dd794a5eede6164dcae635875a,70,1,171.88
0056f26cb8f20916c3baa0e39fc30709,200,1,109.23
005754cb59f8ee5cdbb5cda9d138757e,88,1,258.38
00575b2023dedcc0f3e81a938834689b,347,1,32.38
0057f64bff87f4698b4cbd338d62a2a8,57,1,82.86
0058e7db269cc11558913b42beb115d0,152,1,78.88
0058f300f57d7b93c477a131a59b36c3,209,2,175.58
0059acd36094bf670ec8b21be6c0044c,492,1,46.69
005d8faa4cf789cf52fb880a8569880a,159,1,89.25
005e32bc930906dc6b65fb9d11cce3e2,409,1,49.6
005ee3e015ec18092d7782e507cf68fe,381,1,187.96
005f060d4223956c62b64e9567a36f0f,148,1,777.68
005f4b46e70bbd3295a38e2fd28d6566,349,1,63.9
005f6fa02633470267dcd1e3ecd0fa79,82,1,272.04
005ff4ebe100db3eebbe6f7b19a8f99a,399,1,236.81
006031108b00e5f73b2426a50b50f9c0,409,1,204.83
00605a8897ed9ad73b5c93bebad2541a,206,1,31.13
00626f29f9b57d3ef7c1739ff03e944e,189,1,154.53
0062adafa3846d9f372d8f1bde591b24,235,1,149.87
0063817060d662048ed08bccecaf45d5,278,1,71.38
0064a1b5f5cddd047c987b988a90c8c1,229,1,269.2
0064c96f536ac6250275482221834154,119,1,65.33
00651d97d964127ccfc0e2e55464876d,233,1,23.72
0065f6fb341f013a95a8e11cdc98d07a,373,1,119.32
0065f7795a38381973a373c8b4939679,102,1,31.22
0066b328e72fd82fd7420bf849c0e8b4,408,1,94.35
0067d2652c12515146721538868bbd80,120,1,190.28
0068bd2e9e76c018846dbc6e2bec5ac5,113,1,79.51
006a8c1784d622ebe06bab57e72ee045,326,1,66.64
006ab6f5e82340e927757563a9fbe7e4,319,1,300.6
006b297ed73773b17d8874a2eb4466e8,191,1,108.46
006bbb235068a01d2e3e47fa09ccf53c,244,1,34
006c10bfead12ac8d90486fb4ce4e603,125,1,77.22
006d763076d74d16d66e828e79ec1544,438,1,99.32
006e937bd5a5e32043018a6d1521b5d5,311,1,199.79
006ec5b170182812131c7d9b219c036f,366,1,61.77
006f2f20cf0cd723624b99d0e8e40d0c,249,1,46.1
00704e915ae0d4a236eace0267454cf9,443,1,123.39
00705dcbc0b9cad67abd658612770905,68,1,47.93
0071f46a072a9ae25bbe4438b15efe9c,623,1,174.54
00720f160ff500d3605a1bf403eb62d9,151,1,118.54
00728bae3dec9c16b2193ab7e3195eb7,276,1,211.01
00737247e3dc1942da2c527ef3bd2709,207,1,78.2
0074a1d3f1995ff0538dc7197500973c,160,1,624.9
00762eafc5dac5fc1574f91e9b7c9b67,252,1,233.93
007658319c060f337577e8a1834d5df5,105,1,119.45
00765d375af0e700f61c57db00a8ee63,433,1,215.01
0076a71311bb2386a353f5ba87d2aa29,446,1,70.53
00776f3807b128beca64cd0b27138d92,391,1,321.57
0077ba3f829303a1dce98552495c91a1,120,1,159.65
0077dc76aaf02323f03bce9b00878253,220,1,874.42
0078108af1d2dc4b1601c744ca581b4f,163,1,66.72
0078bb0f0d23e922d08437b7d0e13907,300,1,44.09
007953b3182d5ccc9189a694f5c68163,550,1,112.08
00797f371bc0f6adb4d267be541a92da,191,1,67.36
0079b50e9f77c1148b472818f92eaebc,325,1,41.69
0079b7407a428543a7f178cc09164035,322,1,64
007a2fab7046647dad04fe7d08c57820,256,1,126.48
007ad549acb91673f04eac22c0568114,386,1,90.85
007b8307b6448f0425ff2001f00c1bdb,156,1,40.94
007ba48697b079e78f168b051462dd1b,133,1,147.78
007d9f716ead2bc8712255271a38f609,289,1,67.57
007e21b7a007c8f8dadfa43c9d5a91db,221,1,70.75
0083e758383b3deb6c6dac1b0b431ac0,284,1,42.35
00842c7d0cedb9e1edad8e9b7d148f09,560,1,64.55
0085139b503668b3addcfe826d91be8d,260,1,504.47
0085d749fc64f766ece1729464f8039a,210,1,349.53
008778a1591d49f6b2464dffaa4fa662,455,1,260.55
0087c31081ea8d160baa06bf4ad4d76f,117,1,183.05
0087eede471173af78d789df249c3a45,608,1,151.11
008b06aba4b5f5b5b94f525ccf520624,56,1,90.5
008b82b072c6b564fcce49a325f84097,221,1,45.13
008ca52811784a181c8c88e8d66b49db,63,1,136.64
008d17333e414049279c7822dfd5f019,420,1,132.05
008ea5bdd1a99fb584cce7739349da75,187,1,64.04
008f3d5f45a11059239a5c452cd00006,629,1,336.56
008fb2ecc75561d202dd4db2e0ceec25,504,1,40.77
009000746b4fc73fe77ecc396fdb78d2,322,1,166.59
009062f98089a091615b5c9faa13de26,400,1,30.27
009210a1646725341917560a13f7799f,441,1,25.85
009231b0ef6a6b4f5a5fe46938827b83,255,1,108.83
009301957bc7714394865c44650d8060,481,1,93.78
0093aeb87eca387dd153f965aa10c060,330,1,149.69
0093c499f4f9c0e169ead490aa62ce3e,492,1,226.22
0093dbe7f479386a92095026decf825d,324,1,43.58
00941614a654458b888b8780815bd26c,567,1,185.83
00950dbc783342e164c24e09023ebcb7,106,1,89.1
009671b5dc80cdf32aeb5850868ba81c,483,1,110.72
0096c18412349537abc45e350581cbbc,582,1,770.24
0096c9cb600a08e601f7c2be6734531a,446,1,186.92
0096f8cd903cc205efab77d5ae6bb6f1,247,1,147.97
00970787f181925ba33bd32b3817f742,396,1,35.4
0097c1e3f3c2fed7a7d8cf30be1a33df,324,1,101.73
0097fca0db567f5ca79509b7b4fc1c2d,181,1,227.63
00986cafefb6e670cceca01694bda599,290,1,66.91
0098853a28531d48988a2fb02b30840e,131,1,79.38
009890d2f2b15df1267ed7f90f45fc4e,177,1,98.16
0098f4847541cc7d676f9a5efc64c0f0,548,1,147.55
009a0802534f904b40b9d512b49794e1,335,1,91.29
009a3ad0cbdfc7f5481488472f72e8b1,196,1,21.04
009b0127b727ab0ba422f6d9604487c7,764,1,40.95
009dd7b313c04f4ccd9d4e423bc04ba7,175,1,136.8
009e70fcdd4ea3769c73210414e73c64,485,1,49.69
009f647a455451d6c325bef96685e1c1,173,1,144.31
00a02d822b18db532e50e0607e615f3b,64,1,199.26
00a089b8c7ab1e3808c3ad7de7a254dd,119,1,42.47
00a1c6913daeda0b7f9b79f802805fdb,294,1,101.34
00a1d0d7d91c17c634d6896ce10ce1c6,79,1,114.58
00a1e8f160b36ccdcbca310933f12a3b,322,1,36.48
00a218ea82c458456098caa1c4a7e796,595,1,66.99
00a33236962b4ac37fd25275be9c206b,59,1,116.84
00a39521eb40f7012db50455bf083460,136,2,123.25
00a3a868d6047bac2888d27b16743ba0,249,1,105.08
00a6ee75a90222405df9d8d59babc513,468,1,60.05
00a78b45ea275348c1a8081bef9ab61b,292,1,182.29
00a7d14cb10e11b7f7d65120a7e3942f,553,1,64.42
00a9fd000ff87bb48b989df819c418f5,211,1,259.4
00aafcd186fbd5da867f9b8df04518aa,244,1,132.48
00ab80210f1875276065f3c1911a2110,197,1,33.37
00ab8b4d83051d5a41842abe7ff473fc,319,1,144.66
00aba8ca6b7a455bcde671692a3f9e51,324,1,40.6
00ac9cd5c4ad19e16e7c6f6864711737,537,1,231.45
00ad4e6c01a3039fa1b45eaadb4222e4,117,1,78.51
00ad5165112e0e9a91a23b1132716584,568,1,100.54
00adeda9b742746c0c66e10d00ea1b74,344,1,2148.4
00ae50eb5e1d2514f694dee1dcbbd5ae,160,1,276.11
00ae9ea276a5a4335382c9391059ddf2,399,1,140
00af5c2c9fd47849143be82aea5ab2cf,281,1,148.76
00b0595d2b0f0b838edb7fbc749ea644,445,1,138.41
00b0d21952ae29dfe79db614512a27c2,313,1,418.17
00b1066a65657ee1759544f6b61a4e2c,159,1,64.58
00b1b0f856eb804d554ceab3d8f1dc35,271,1,226.14
00b1d2492b4127598629f19a22a32be8,328,1,146.9
00b21d737fc7f475c145ca292832385d,236,1,177.59
00b246520d4904724f9b20188a2ff39b,137,1,35.05
00b2ca23369b68c4d4105ecea9c0cb93,75,1,103.27
00b2ee6366438f46105832fd9acaf56f,197,1,283.54
00b309d0151d92709de70e43d662711b,371,1,107.78
00b5ba65365dad1d25811bf5e45fc983,325,1,106.16
00b72937dcd829c0d8ca72ec77cd073c,489,1,128.59
00b742e2f6d8fa571cd560007081d53b,119,1,181.05
00b8076004092a29c2c934570c356fc7,211,1,223.88
00b9746bf8ac2964942d8b969f015196,77,1,94.36
00ba737b18a7996f68cb8a99556bedd4,463,1,141.14
00bab5c446ba511117719c775a3f78e8,276,1,45.07
00bbfe2f540d0cfccbb098d92c503eca,353,1,77.57
00bc6cf36e50f21a8478d86721c07aa5,220,1,63.61
00bcc55fd3eb23fc001365c5f0c3c3ba,254,1,16.78
00bd169997f142571c113645554663d6,330,1,55.6
00bd194837f2ad36d45985a6205df78a,172,1,169.37
00bd903b65b4c9a1c822887d0b012592,152,1,121.68
00be1845d956d40218db17093f667764,327,1,68.66
00bee19e1199bc5cede1c674177b9e22,334,1,673.69
00bfe974afd63b30ed282dc69892fb98,293,1,126.66
00c003ed13c76042b78d53fbc26930d0,580,1,204.24
00c04df1c94e385d57d4a33a2965217c,230,1,88.94
00c05fe9d2f8b245f1f86fe559175f24,125,1,388.74
00c07da5ba0e07b4f248a3a373b07476,82,1,2304.68
00c0bbc49a530c07c110d269211da046,322,1,111.32
00c19498681c665889d1212be870e8df,334,1,130.15
00c1d73d161e74cfbe78975c1a2ba2ff,174,1,57.93
00c26c3dd77bb25a0423a2280886b86a,227,1,36.69
00c31de6420048cb3f668c99153debf7,351,1,73.62
00c3624c55261d9ce593f30e3815a880,578,1,414.06
00c3c74b09b2022ac2c0f43bb09797b4,320,1,72.05
00c4592dfbfe06775ab582d7a2b8dddf,326,1,67.79
00c4d93157cffc73cb2459f52b89cee4,363,1,83.01
00c5610e0f4b339cd3b0cc499937db8d,88,1,170.68
00c605c0bfa39610b994c18f822a6d5a,176,1,138.74
00c8c7f0cafacc30bfda2a9a7445ec80,82,1,85.27
00c916ff33b521444787ac76ac6b029d,311,1,85.14
00ca7e6a87ceddccce3ff015000be61b,212,1,55.06
00cac13832bd0a8b6f50f6a36b053223,134,1,437.84
00cc0061269a99836cf8b029b1d0177d,79,1,41.64
00cc12a6d8b578b8ebd21ea4e2ae8b27,575,2,126.2
00cc2d4fcb3a1864b4f900741915aa85,307,1,71.13
00cc7c54469f4177319d6bb12e883652,547,1,187.94
00cc8551c0621bc65a440e836bb652d7,572,1,95.22
00cd1ffd1a85ec2af3de73a3d341339d,162,1,68.32
00cd767526517f8a4fc27db6cc5a52fa,477,1,95.21
00cdb0d59698da325d0e6830120363bf,172,1,91
00cf2f12497614285e5dbfb77d6dd312,183,1,284.23
00d012266be1430eec790d0f405a836c,181,1,37.13
00d03b5e33f8987549c5590313a4ef21,488,1,35.09
00d079bd851bf5d13879d7a2a3b5ec48,271,1,178.46
00d1e5d82377766dac9f8dc4d4eaf4a8,195,1,142
00d447911e5d5ae87480df8734b915f2,77,1,280.65
00d474cea9ceb88b7175d564b081dfa3,489,1,115.4
00d4ef3e086e2191c3fb6e7b0d2a1c75,109,1,67.43
00d76f8bb8df7e07711da4076c52ffe0,95,1,124.83
00d7812c158831a996a6b3f4698643b5,59,1,23.28
00d7e54ab8c5d9916f19209dbaacbb3d,473,1,92.05
00d8411c0f5ee4e0a9b8900ea483680e,312,1,246.38
00d85302f43fe8848153e3720c34ac01,274,1,27.87
00d890d6e36244f39e22a9fb95e68756,253,1,51.14
00d8a60ad2500432d9edd109cfddfd9e,160,1,71.85
00d8ba74be3eee415fe4508fdd325ee5,259,1,372.69
00d96f54b90a6ffbe7361bcfdb85b0ba,238,1,127.14
00da34ebf22b87f6c2f53dc069f237df,153,1,246.99
00db0070b3c3bd0215072323c8499407,178,1,351.33
00db525fd8d4023dc446f0ed2519139f,448,1,212.43
00dba3af1366ca8114a40bc83021f5e9,320,1,146.18
00dd4390a8e8ad7a126e8331decc49ce,524,1,109.31
00df047af693b421c167e27932bfd6c5,105,1,168.08
00df9d2e50424d103ca8796e4dc7c207,421,1,137.99
00dfebc9135c7228dbb2239afc214bb5,326,1,28.69
00e04d8e3aaa5ffab327612642ab4564,308,1,65
00e10a3ff1e104902141546420f5a18b,89,1,73.01
00e130c15fdc51673742f622aa7eb63c,93,1,123.49
00e151934c812526b4ed6174c8b7b1f7,276,1,147.15
00e20792154788aa00f53fbd616a8d91,193,1,185.9
00e2972a013072289c3e86cfc2b9e38d,409,1,215.05
00e336519abc0012c8711db2132467ac,185,1,128.45
00e57919b893c89f4d9eee8d06c41f6f,334,1,95.83
00e5dfd6ee7406a69b74c72795e6f354,291,1,44.09
00e5ea6932dffb682bd3d5760e84d176,386,1,68.89
00e5fd621e63c426ef718e2174ebedc5,217,1,81.24
00e67cd18afc92ef0196eb8cdf31fde0,323,1,45.2
00e6c1a9e0ea3dbda699b60023a194ac,256,1,159.31
00e707efa5ad9f0e6bcaeeb87910693b,548,1,34.86
00e872ca2fc94e59982286e69f186e0e,431,1,420.94
00e8cbf31206edcf22b7b118daa13983,273,1,292.22
00e8de2edf1a4ac05a65e36b4682cd9e,211,1,127.71
00e91970e7fa706ece5b58bdb6344224,239,1,40.55
00e984e99fdfd52943156d2d7eb4a5e6,77,1,46.94
00eba9372ced7769c4b9f234923d73cc,322,1,40.61
00ec23a308504080697e5204d3dbcb2c,325,1,124.88
00ec5df43edcae768361caa707fded3e,311,1,92.57
00ec6ce865af3a65e9cca32b180e5d20,222,1,186.96
00ec821ef89535a690a072e80387b40e,92,1,123.75
00eca7e1c994897d0a31bf75478f4b55,592,1,373.22
00ecc71175078e2cac5547a5656e9622,494,1,235.13
00ee11b831faa111cd62af2f4de8da96,172,1,29.69
00ee7af62ef66b1f9b49f2c2bfd70ad5,81,1,148.7
00f0b70fdcb8a6e1671b52a2472bd41f,743,1,116.99
00f326313b0a02392c17028f78338df0,59,1,39.37
00f7a39823c05d6a0675aa6dd276bfb0,56,1,42.86
00f8151e6b5d1b3710527075ef845a88,281,1,159.86
00f8fcf41cceee827e699cc73950218d,148,1,87.97
00face5c8f7dbb7eefd4112722f26903,223,1,28.19
00fb8f6787f67bd33c7e86c9691d2b1c,275,1,274.39
00fb957ae14ffd35a3211d8aa6d9cf9c,152,1,70.88
00fb9cc86736fe3782dbc828a2eea4a6,301,1,92.57
00fd18b088edb95d1a35457f1c0e1bfa,137,1,108.2
00fd4a627a3b93cff0729f0b3554640d,74,1,226.31
00ff5e862f825ac56e5fdfaa6b69dc51,176,1,49.37
01007c64cbffc1eef7ee682dae0ddbfe,88,1,199.4
01007ebf75cabcd9d81d1aac37b278ca,188,1,75.19
01018f26fb8b8a922c025de40a85a553,284,1,213.43
0101da21926315ddd81d190e0ec40440,357,1,161.62
01020c5b6024bc1cf2a3228e566bafb2,418,1,123.47
01027e860e6fb9591599d94a4189e2ad,148,1,114.52
01029081d0cfc339576f71ab45713d10,151,1,36.98
01029c2615eacab8d39f0450e6b0bef3,440,1,227.27
0103751df12aea8b962cfbcd2b61104c,509,1,35
0104a702e0f73442fe4dc3bfff6ba373,192,1,273.25
0104d0840fb6bccc7618c519fbcce1a0,56,1,132.82
0104d8ef04b9df2891e69bc0e2e6dca4,552,1,475.47
010513009a288e24dbbc8183d5bcd4e2,415,1,57.11
01051cf3719a23faec8b2307b369faeb,508,1,147.96
0105c53fe2f742999dcb90ca99f4bfba,260,1,24.68
0105f445969ca7b8fa2e354bec7a95bd,332,1,152.17
0106cb3b85affbb1c765eef0eac01485,414,1,64
01093ce2e3723bdb8de583346d76098c,211,1,48.72
0109643e8c9bc5d8d7791439f3fa4259,286,1,58.59
010a0365ab237a5e2fed9d945121b627,95,1,73.47
010a81611c87c7e19c18f303e39973b2,364,1,185.03
010ab6653f042ebb8e430f1718f61147,186,1,33.54
010bcf93b3363ccf249034e7250266f0,432,1,114.26
010c88e815c8386129e0762691851850,393,1,223.44
010d09c16c5fee11226ca7c5492892de,327,1,220.54
010d3cb666c64c115a144d3e6fcbd1d8,367,1,47.72
010fea34d64c9fc635cebbe583f5104a,204,1,110.82
0113282a7fe79b3d8489193ccc601efb,212,1,125.69
01147fb2cf81b69cdcfdc1ac4c6fae7e,229,1,115.92
011509f63f565e822767bfb89c3cf9b7,526,1,69.07
011575986092c30523ecb71ff10cb473,182,2,214.9
011620d7c45f4d1599c68b2f19e4b73e,269,1,20.03
0116dc6ddf277eb8413a0393cca11c32,395,1,53.7
0116f610fa1418cda75e0d96e1639a03,456,1,33.68
011702c19fd5dec0000a8dbbb5b98809,318,1,150.29
011733687890faf081be6fde9e7cc7a0,118,1,64.86
011735b41c89ca1e075296f4ecb01a27,338,1,41.75
011784926e81122b1abd0210b5888c22,240,1,346.45
011785063c56f2c239064f603bf02a05,289,1,189.84
0117fb2675e2936a2e96dee22e8c992b,156,1,98.09
0117fc67656c020dddef928c878ad5e3,96,1,78.8
01180926dda31d9e6f60befe084788dd,245,1,80.2
011875f0176909c5cf0b14a9138bb691,578,1,4016.91
01196e80f5309cb251220a6a5b3f57f5,197,1,30.13
011a18cf4e0e74bac46678dd843e3461,367,1,55.09
011b4adcd54683b480c4d841250a987f,244,2,236.3
011b7396d7220ca4ff52508adcb6b870,279,1,45.48
011c3e6b4b11fa8a326a39e78deb6e66,589,1,18.83
011d6505c026d200e75cb0b6c47da758,312,1,81.2
011fd4914a2d19b2a0e50c29cea5c6a2,529,1,261.9
01202da9afa875bce3de24c92b764099,377,1,41.84
0121107a0cebf91b6af74f8a4ab3c4d9,325,1,31.38
012216caf4f1082ba3fc02e584de9a29,365,1,91.77
0122d73327d9135f8088572c7d7f5d54,405,1,67.5
012452d40dafae4df401bced74cdb490,156,2,495.33
0124721bc33e0aa6772b42d4ccfd01db,490,1,100.33
012510db7f0db8481f8a3708400c8db9,595,1,117.53
0125200158c999d5813b11be482a48da,166,1,96.47
0125fb08af5c9dd55731090aafc63ac8,245,1,84.91
012714eb883337fd2631c13d2daf4466,197,1,88.9
012755131a5b785b0ae3291c339a9051,207,1,378.2
01290b6163d2a02514a54df49221a668,382,1,96.71
0129147743b7712da1c4a55a59d0fb16,233,1,50.01
0129d48dce554d95f641d01eaa88904a,216,1,1429.59
012a218df8995d3ec3bb221828360c86,121,2,1510.38
012ab8ee5f7d76005d838758e9a9452c,58,1,38.35
012b41c1dae00a092474ca48dc764a00,86,1,442.52
012b8001e47392df808a454083a74b74,614,1,98.84
012ba82b3ff6ea994a4ecc6c848a4782,195,1,63.44
012c61cc2c69b09c85071ccac0ccee16,418,1,74.16
012da9594b65ccb990822802ba0ff2e4,189,1,82.23
012e12f54f6e73b1faba89a119dab849,626,1,105.74
0130a250cff3b3b0649cae3671959139,233,1,41.72
0130baad44d0ccc44bc7526c1ac18c64,89,1,323.7
0130be8e6677174b8184114f98c16b3c,552,1,119.39
013341d7f8accddf42fc02f001ad341d,415,1,675.01
0134417784b9f85470e635c063152a71,179,1,184.22
0134caf89be2059cfd79af28d8bc1e7f,121,1,62.92
013523c76f4749da72a9ccc4a67cb234,399,1,47.82
013689381e404bf6304f57bab4b8f01d,81,1,392.88
0136e40591d769adfb219f167a691487,393,1,58
0137420de9b02a180c53e5bd64f14750,244,1,63.27
01376b24e146a15f52ca8382af02fe62,467,1,90.88
0137839e600d4edd0949a8ce7c171164,308,1,150.05
013802b3b98584222c1280e654a655b1,154,1,133.67
0138dff42973f40e8f5225472526f278,170,1,167.76
0139884762afa50d78fe480646fe92b5,532,1,70.79
01399b72331afe80cc0c3a982cafb177,102,1,40.75
0139d2cb6ca3b630b5833d49634d328e,335,1,133.96
013a435769899074c568863694560449,204,1,1005.81
013ae505c83f5fb1905ed23afdafd3a2,354,1,142.1
013b083525868a0437652ebf071cda03,318,1,137.32
013b6090dc49b5fa51196b20ec11f19c,254,1,24
013dd47ed31ce4de00cb434b2cae5386,188,1,139.03
